date,month,year,state,number_of_fires
2003-01-01,March,2003,Pernambuco,9.0
2004-01-01,March,2004,Pernambuco,6.0
2005-01-01,March,2005,Pernambuco,45.0
2007-01-01,March,2007,Pernambuco,4.0
2008-01-01,March,2008,Pernambuco,32.0
2009-01-01,March,2009,Pernambuco,15.0
2010-01-01,March,2010,Pernambuco,59.0
2011-01-01,March,2011,Pernambuco,39.0
2012-01-01,March,2012,Pernambuco,44.0
2013-01-01,March,2013,Pernambuco,40.0
2014-01-01,March,2014,Pernambuco,36.0
2015-01-01,March,2015,Pernambuco,33.0
2016-01-01,March,2016,Pernambuco,4.0
2017-01-01,March,2017,Pernambuco,7.0
1998-01-01,April,1998,Pernambuco,0.0
1999-01-01,April,1999,Pernambuco,2.0
2000-01-01,April,2000,Pernambuco,1.0
2002-01-01,April,2002,Pernambuco,5.0
2003-01-01,April,2003,Pernambuco,7.0
2004-01-01,April,2004,Pernambuco,5.0
2005-01-01,April,2005,Pernambuco,1.0
2006-01-01,April,2006,Pernambuco,2.0
2007-01-01,April,2007,Pernambuco,1.0
2008-01-01,April,2008,Pernambuco,5.0
2009-01-01,April,2009,Pernambuco,3.0
2010-01-01,April,2010,Pernambuco,2.0
2011-01-01,April,2011,Pernambuco,22.0
2012-01-01,April,2012,Pernambuco,46.0
2013-01-01,April,2013,Pernambuco,11.0
2014-01-01,April,2014,Pernambuco,10.0
2015-01-01,April,2015,Pernambuco,30.0
2016-01-01,April,2016,Pernambuco,8.0
2017-01-01,April,2017,Pernambuco,9.0
1998-01-01,May,1998,Pernambuco,0.0
1999-01-01,May,1999,Pernambuco,6.0
2000-01-01,May,2000,Pernambuco,7.0
2001-01-01,May,2001,Pernambuco,5.0
2002-01-01,May,2002,Pernambuco,13.0
2003-01-01,May,2003,Pernambuco,1.0
2004-01-01,May,2004,Pernambuco,2.0
2006-01-01,May,2006,Pernambuco,1.0
2007-01-01,May,2007,Pernambuco,0.0
2008-01-01,May,2008,Pernambuco,0.0
2009-01-01,May,2009,Pernambuco,0.0
2010-01-01,May,2010,Pernambuco,8.0
2011-01-01,May,2011,Pernambuco,1.0
2012-01-01,May,2012,Pernambuco,36.0
2013-01-01,May,2013,Pernambuco,9.0
2014-01-01,May,2014,Pernambuco,4.0
2015-01-01,May,2015,Pernambuco,17.0
2016-01-01,May,2016,Pernambuco,6.0
2017-01-01,May,2017,Pernambuco,13.0
1998-01-01,June,1998,Pernambuco,1.0
1999-01-01,June,1999,Pernambuco,7.0
2000-01-01,June,2000,Pernambuco,4.0
2001-01-01,June,2001,Pernambuco,2.0
2002-01-01,June,2002,Pernambuco,1.0
2003-01-01,June,2003,Pernambuco,2.0
2004-01-01,June,2004,Pernambuco,4.0
2005-01-01,June,2005,Pernambuco,3.0
2006-01-01,June,2006,Pernambuco,0.0
2007-01-01,June,2007,Pernambuco,1.0
2008-01-01,June,2008,Pernambuco,0.0
2009-01-01,June,2009,Pernambuco,1.0
2010-01-01,June,2010,Pernambuco,1.0
2011-01-01,June,2011,Pernambuco,4.0
2012-01-01,June,2012,Pernambuco,12.0
2013-01-01,June,2013,Pernambuco,12.0
2014-01-01,June,2014,Pernambuco,3.0
2015-01-01,June,2015,Pernambuco,3.0
2016-01-01,June,2016,Pernambuco,4.0
2017-01-01,June,2017,Pernambuco,5.0
1998-01-01,July,1998,Pernambuco,5.0
1999-01-01,July,1999,Pernambuco,2.0
2000-01-01,July,2000,Pernambuco,0.0
2001-01-01,July,2001,Pernambuco,6.0
2002-01-01,July,2002,Pernambuco,8.0
2003-01-01,July,2003,Pernambuco,5.0
2004-01-01,July,2004,Pernambuco,13.0
2005-01-01,July,2005,Pernambuco,1.0
2006-01-01,July,2006,Pernambuco,1.0
2007-01-01,July,2007,Pernambuco,3.0
2008-01-01,July,2008,Pernambuco,0.0
2009-01-01,July,2009,Pernambuco,1.0
2010-01-01,July,2010,Pernambuco,7.0
2011-01-01,July,2011,Pernambuco,2.0
2013-01-01,July,2013,Pernambuco,4.0
2014-01-01,July,2014,Pernambuco,11.0
2015-01-01,July,2015,Pernambuco,13.0
2016-01-01,July,2016,Pernambuco,17.0
2017-01-01,July,2017,Pernambuco,2.0
1998-01-01,August,1998,Pernambuco,12.0
1999-01-01,August,1999,Pernambuco,3.0
2000-01-01,August,2000,Pernambuco,31.0
2001-01-01,August,2001,Pernambuco,27.0
2002-01-01,August,2002,Pernambuco,37.0
2003-01-01,August,2003,Pernambuco,26.0
2004-01-01,August,2004,Pernambuco,41.0
2005-01-01,August,2005,Pernambuco,10.0
2006-01-01,August,2006,Pernambuco,8.0
2007-01-01,August,2007,Pernambuco,20.0
2008-01-01,August,2008,Pernambuco,2.0
2009-01-01,August,2009,Pernambuco,10.0
2010-01-01,August,2010,Pernambuco,29.0
2011-01-01,August,2011,Pernambuco,27.0
2012-01-01,August,2012,Pernambuco,27.0
2013-01-01,August,2013,Pernambuco,14.0
2014-01-01,August,2014,Pernambuco,23.0
2015-01-01,August,2015,Pernambuco,21.0
2016-01-01,August,2016,Pernambuco,42.0
2017-01-01,August,2017,Pernambuco,20.0
1998-01-01,September,1998,Pernambuco,177.0
1999-01-01,September,1999,Pernambuco,64.0
2000-01-01,September,2000,Pernambuco,130.0
2001-01-01,September,2001,Pernambuco,298.0
2002-01-01,September,2002,Pernambuco,374.0
2003-01-01,September,2003,Pernambuco,510.0
2004-01-01,September,2004,Pernambuco,192.0
2005-01-01,September,2005,Pernambuco,154.0
2006-01-01,September,2006,Pernambuco,147.0
2007-01-01,September,2007,Pernambuco,164.0
2008-01-01,September,2008,Pernambuco,92.0
2009-01-01,September,2009,Pernambuco,164.0
2010-01-01,September,2010,Pernambuco,179.0
2011-01-01,September,2011,Pernambuco,243.0
2012-01-01,September,2012,Pernambuco,192.0
2013-01-01,September,2013,Pernambuco,143.0
2014-01-01,September,2014,Pernambuco,63.0
2015-01-01,September,2015,Pernambuco,116.0
2016-01-01,September,2016,Pernambuco,171.0
2017-01-01,September,2017,Pernambuco,69.0
1998-01-01,October,1998,Pernambuco,372.0
1999-01-01,October,1999,Pernambuco,180.0
2000-01-01,October,2000,Pernambuco,411.0
2001-01-01,October,2001,Pernambuco,461.0
2002-01-01,October,2002,Pernambuco,638.0
2003-01-01,October,2003,Pernambuco,859.0
2005-01-01,October,2005,Pernambuco,408.0
2006-01-01,October,2006,Pernambuco,310.0
2007-01-01,October,2007,Pernambuco,702.0
2008-01-01,October,2008,Pernambuco,274.0
2009-01-01,October,2009,Pernambuco,254.0
2010-01-01,October,2010,Pernambuco,347.0
2011-01-01,October,2011,Pernambuco,461.0
2013-01-01,October,2013,Pernambuco,161.0
2014-01-01,October,2014,Pernambuco,174.0
2015-01-01,October,2015,Pernambuco,194.0
2016-01-01,October,2016,Pernambuco,319.0
2017-01-01,October,2017,Pernambuco,256.0
1998-01-01,November,1998,Pernambuco,141.0
1999-01-01,November,1999,Pernambuco,41.0
2000-01-01,November,2000,Pernambuco,64.0
2001-01-01,November,2001,Pernambuco,208.0
2002-01-01,November,2002,Pernambuco,521.0
2003-01-01,November,2003,Pernambuco,560.0
2004-01-01,November,2004,Pernambuco,465.0
2005-01-01,November,2005,Pernambuco,452.0
2006-01-01,November,2006,Pernambuco,385.0
2008-01-01,November,2008,Pernambuco,363.0
2009-01-01,November,2009,Pernambuco,486.0
2010-01-01,November,2010,Pernambuco,831.0
2011-01-01,November,2011,Pernambuco,352.0
2012-01-01,November,2012,Pernambuco,181.0
2013-01-01,November,2013,Pernambuco,110.0
2014-01-01,November,2014,Pernambuco,111.0
2016-01-01,November,2016,Pernambuco,191.0
2017-01-01,November,2017,Pernambuco,66.0
1998-01-01,December,1998,Pernambuco,59.0
1999-01-01,December,1999,Pernambuco,16.0
2000-01-01,December,2000,Pernambuco,22.0
2001-01-01,December,2001,Pernambuco,62.0
2002-01-01,December,2002,Pernambuco,259.0
2003-01-01,December,2003,Pernambuco,229.0
2004-01-01,December,2004,Pernambuco,373.0
2005-01-01,December,2005,Pernambuco,191.0
2006-01-01,December,2006,Pernambuco,207.0
2007-01-01,December,2007,Pernambuco,200.0
2008-01-01,December,2008,Pernambuco,203.0
2009-01-01,December,2009,Pernambuco,351.0
2010-01-01,December,2010,Pernambuco,117.0
2011-01-01,December,2011,Pernambuco,364.0
2012-01-01,December,2012,Pernambuco,108.0
2013-01-01,December,2013,Pernambuco,141.0
2014-01-01,December,2014,Pernambuco,101.0
2015-01-01,December,2015,Pernambuco,176.0
2016-01-01,December,2016,Pernambuco,161.0
1998-01-01,January,1998,Piau,0.0
1999-01-01,January,1999,Piau,21.0
2000-01-01,January,2000,Piau,5.0
2001-01-01,January,2001,Piau,29.0
2002-01-01,January,2002,Piau,33.0
2003-01-01,January,2003,Piau,86.0
2004-01-01,January,2004,Piau,42.0
2005-01-01,January,2005,Piau,94.0
2006-01-01,January,2006,Piau,133.0
2007-01-01,January,2007,Piau,123.0
2008-01-01,January,2008,Piau,61.0
2009-01-01,January,2009,Piau,79.0
2010-01-01,January,2010,Piau,99.0
2011-01-01,January,2011,Piau,39.0
2012-01-01,January,2012,Piau,80.0
2013-01-01,January,2013,Piau,72.0
2014-01-01,January,2014,Piau,79.0
2015-01-01,January,2015,Piau,92.0
2016-01-01,January,2016,Piau,94.0
2017-01-01,January,2017,Piau,85.0
1998-01-01,February,1998,Piau,0.0
1999-01-01,February,1999,Piau,22.0
2000-01-01,February,2000,Piau,12.0
2001-01-01,February,2001,Piau,0.0
2002-01-01,February,2002,Piau,160.0
2003-01-01,February,2003,Piau,3.0
2004-01-01,February,2004,Piau,20.0
2005-01-01,February,2005,Piau,26.0
2006-01-01,February,2006,Piau,23.0
2007-01-01,February,2007,Piau,11.0
2008-01-01,February,2008,Piau,21.0
2009-01-01,February,2009,Piau,19.0
2010-01-01,February,2010,Piau,54.0
2011-01-01,February,2011,Piau,11.0
2012-01-01,February,2012,Piau,31.0
2013-01-01,February,2013,Piau,68.0
2014-01-01,February,2014,Piau,14.0
2015-01-01,February,2015,Piau,38.0
2016-01-01,February,2016,Piau,97.0
2017-01-01,February,2017,Piau,24.0
1999-01-01,March,1999,Piau,4.0
2000-01-01,March,2000,Piau,14.0
2001-01-01,March,2001,Piau,2.0
2002-01-01,March,2002,Piau,63.0
2003-01-01,March,2003,Piau,15.0
2004-01-01,March,2004,Piau,27.0
2005-01-01,March,2005,Piau,13.0
2006-01-01,March,2006,Piau,18.0
2007-01-01,March,2007,Piau,31.0
2008-01-01,March,2008,Piau,4.0
2009-01-01,March,2009,Piau,17.0
2010-01-01,March,2010,Piau,47.0
2011-01-01,March,2011,Piau,15.0
2012-01-01,March,2012,Piau,71.0
2013-01-01,March,2013,Piau,14.0
2014-01-01,March,2014,Piau,88.0
2015-01-01,March,2015,Piau,35.0
2016-01-01,March,2016,Piau,53.0
2017-01-01,March,2017,Piau,25.0
1998-01-01,April,1998,Piau,0.0
1999-01-01,April,1999,Piau,10.0
2000-01-01,April,2000,Piau,15.0
2001-01-01,April,2001,Piau,1.0
2002-01-01,April,2002,Piau,87.0
2003-01-01,April,2003,Piau,22.0
2004-01-01,April,2004,Piau,10.0
2005-01-01,April,2005,Piau,3.0
2006-01-01,April,2006,Piau,1.0
2007-01-01,April,2007,Piau,9.0
2008-01-01,April,2008,Piau,7.0
2009-01-01,April,2009,Piau,8.0
2010-01-01,April,2010,Piau,56.0
2011-01-01,April,2011,Piau,16.0
2012-01-01,April,2012,Piau,119.0
2013-01-01,April,2013,Piau,34.0
2014-01-01,April,2014,Piau,63.0
2015-01-01,April,2015,Piau,50.0
2016-01-01,April,2016,Piau,35.0
2017-01-01,April,2017,Piau,25.0
1998-01-01,May,1998,Piau,0.0
1999-01-01,May,1999,Piau,8.0
2000-01-01,May,2000,Piau,25.0
2001-01-01,May,2001,Piau,36.0
2002-01-01,May,2002,Piau,84.0
2003-01-01,May,2003,Piau,13.0
2004-01-01,May,2004,Piau,80.0
2006-01-01,May,2006,Piau,0.0
2007-01-01,May,2007,Piau,52.0
2008-01-01,May,2008,Piau,12.0
2009-01-01,May,2009,Piau,12.0
2011-01-01,May,2011,Piau,77.0
2012-01-01,May,2012,Piau,334.0
2013-01-01,May,2013,Piau,40.0
2014-01-01,May,2014,Piau,138.0
2015-01-01,May,2015,Piau,66.0
2016-01-01,May,2016,Piau,60.0
2017-01-01,May,2017,Piau,36.0
1998-01-01,June,1998,Piau,46.0
1999-01-01,June,1999,Piau,47.0
2000-01-01,June,2000,Piau,18.0
2001-01-01,June,2001,Piau,87.0
2002-01-01,June,2002,Piau,161.0
2003-01-01,June,2003,Piau,88.0
2004-01-01,June,2004,Piau,239.0
2005-01-01,June,2005,Piau,171.0
2006-01-01,June,2006,Piau,40.0
2007-01-01,June,2007,Piau,303.0
2008-01-01,June,2008,Piau,33.0
2009-01-01,June,2009,Piau,56.0
2010-01-01,June,2010,Piau,208.0
2011-01-01,June,2011,Piau,462.0
2012-01-01,June,2012,Piau,834.0
2013-01-01,June,2013,Piau,263.0
2014-01-01,June,2014,Piau,373.0
2015-01-01,June,2015,Piau,283.0
2016-01-01,June,2016,Piau,153.0
2017-01-01,June,2017,Piau,193.0
1998-01-01,July,1998,Piau,189.0
1999-01-01,July,1999,Piau,123.0
2000-01-01,July,2000,Piau,75.0
2001-01-01,July,2001,Piau,337.0
2002-01-01,July,2002,Piau,534.0
2003-01-01,July,2003,Piau,407.0
2004-01-01,July,2004,Piau,564.0
2005-01-01,July,2005,Piau,445.0
2006-01-01,July,2006,Piau,150.0
2007-01-01,July,2007,Piau,919.0
2008-01-01,July,2008,Piau,97.0
2009-01-01,July,2009,Piau,302.0
2010-01-01,July,2010,Piau,1.696
2011-01-01,July,2011,Piau,864.0
2012-01-01,July,2012,Piau,1.755
2013-01-01,July,2013,Piau,361.0
2014-01-01,July,2014,Piau,1.177
2015-01-01,July,2015,Piau,690.0
2016-01-01,July,2016,Piau,754.0
2017-01-01,July,2017,Piau,643.0
1998-01-01,August,1998,Piau,711.0
1999-01-01,August,1999,Piau,499.0
2000-01-01,August,2000,Piau,415.0
2001-01-01,August,2001,Piau,1.133
2002-01-01,August,2002,Piau,2.28
2003-01-01,August,2003,Piau,864.0
2004-01-01,August,2004,Piau,1.002
2005-01-01,August,2005,Piau,943.0
2006-01-01,August,2006,Piau,911.0
2007-01-01,August,2007,Piau,3.551
2008-01-01,August,2008,Piau,290.0
2009-01-01,August,2009,Piau,790.0
2010-01-01,August,2010,Piau,4.035
2011-01-01,August,2011,Piau,1.958
2012-01-01,August,2012,Piau,3.614
2013-01-01,August,2013,Piau,1.015
2014-01-01,August,2014,Piau,2.265
2015-01-01,August,2015,Piau,2.057
2017-01-01,August,2017,Piau,1.572
1998-01-01,September,1998,Piau,1.991
1999-01-01,September,1999,Piau,872.0
2000-01-01,September,2000,Piau,1.099
2001-01-01,September,2001,Piau,2.401
2002-01-01,September,2002,Piau,2.475
2003-01-01,September,2003,Piau,3.399
2004-01-01,September,2004,Piau,2.662
2005-01-01,September,2005,Piau,3.136
2006-01-01,September,2006,Piau,1.618
2007-01-01,September,2007,Piau,4.078
2008-01-01,September,2008,Piau,1.472
2009-01-01,September,2009,Piau,1.709
2010-01-01,September,2010,Piau,5.392
2011-01-01,September,2011,Piau,4.402
2012-01-01,September,2012,Piau,4.479
2013-01-01,September,2013,Piau,2.311
2014-01-01,September,2014,Piau,2.536
2015-01-01,September,2015,Piau,5.828
2016-01-01,September,2016,Piau,1.394
2017-01-01,September,2017,Piau,3.422
1999-01-01,October,1999,Piau,1.438
2000-01-01,October,2000,Piau,2.558
2001-01-01,October,2001,Piau,3.742
2002-01-01,October,2002,Piau,2.757
2003-01-01,October,2003,Piau,2.332
2004-01-01,October,2004,Piau,2.144
2005-01-01,October,2005,Piau,3.263
2006-01-01,October,2006,Piau,1.443
2007-01-01,October,2007,Piau,2.331
2008-01-01,October,2008,Piau,1.83
2009-01-01,October,2009,Piau,913.0
2011-01-01,October,2011,Piau,1.484
2012-01-01,October,2012,Piau,2.506
2013-01-01,October,2013,Piau,1.269
2014-01-01,October,2014,Piau,1.788
2015-01-01,October,2015,Piau,4.068
2016-01-01,October,2016,Piau,2.598
2017-01-01,October,2017,Piau,3.004
1998-01-01,November,1998,Piau,424.0
1999-01-01,November,1999,Piau,334.0
2000-01-01,November,2000,Piau,450.0
2001-01-01,November,2001,Piau,1.484
2002-01-01,November,2002,Piau,1.174
2003-01-01,November,2003,Piau,1.248
2004-01-01,November,2004,Piau,1.798
2005-01-01,November,2005,Piau,1.599
2006-01-01,November,2006,Piau,740.0
2007-01-01,November,2007,Piau,939.0
2008-01-01,November,2008,Piau,594.0
2009-01-01,November,2009,Piau,1.336
2010-01-01,November,2010,Piau,1.417
2011-01-01,November,2011,Piau,825.0
2012-01-01,November,2012,Piau,447.0
2013-01-01,November,2013,Piau,640.0
2014-01-01,November,2014,Piau,717.0
2015-01-01,November,2015,Piau,897.0
2016-01-01,November,2016,Piau,1.126
2017-01-01,November,2017,Piau,449.0
1998-01-01,December,1998,Piau,119.0
1999-01-01,December,1999,Piau,74.0
2000-01-01,December,2000,Piau,79.0
2001-01-01,December,2001,Piau,230.0
2002-01-01,December,2002,Piau,373.0
2003-01-01,December,2003,Piau,459.0
2004-01-01,December,2004,Piau,788.0
2005-01-01,December,2005,Piau,486.0
2006-01-01,December,2006,Piau,339.0
2007-01-01,December,2007,Piau,317.0
2008-01-01,December,2008,Piau,329.0
2009-01-01,December,2009,Piau,570.0
2010-01-01,December,2010,Piau,357.0
2011-01-01,December,2011,Piau,362.0
2012-01-01,December,2012,Piau,334.0
2013-01-01,December,2013,Piau,468.0
2014-01-01,December,2014,Piau,346.0
2015-01-01,December,2015,Piau,626.0
2016-01-01,December,2016,Piau,374.0
1998-01-01,January,1998,Rio,0.0
1999-01-01,January,1999,Rio,0.0
2000-01-01,January,2000,Rio,0.0
2001-01-01,January,2001,Rio,0.0
2002-01-01,January,2002,Rio,0.0
2003-01-01,January,2003,Rio,0.0
2004-01-01,January,2004,Rio,1.0
2005-01-01,January,2005,Rio,5.0
2006-01-01,January,2006,Rio,12.0
2007-01-01,January,2007,Rio,0.0
2008-01-01,January,2008,Rio,1.0
2009-01-01,January,2009,Rio,3.0
2010-01-01,January,2010,Rio,13.0
2012-01-01,January,2012,Rio,12.0
2013-01-01,January,2013,Rio,9.0
2014-01-01,January,2014,Rio,35.0
2015-01-01,January,2015,Rio,97.0
2016-01-01,January,2016,Rio,9.0
2017-01-01,January,2017,Rio,15.0
1998-01-01,February,1998,Rio,0.0
1999-01-01,February,1999,Rio,0.0
2000-01-01,February,2000,Rio,1.0
2001-01-01,February,2001,Rio,3.0
2002-01-01,February,2002,Rio,1.0
2003-01-01,February,2003,Rio,10.0
2004-01-01,February,2004,Rio,8.0
2005-01-01,February,2005,Rio,4.0
2006-01-01,February,2006,Rio,7.0
2007-01-01,February,2007,Rio,15.0
2008-01-01,February,2008,Rio,2.0
2009-01-01,February,2009,Rio,5.0
2010-01-01,February,2010,Rio,73.0
2011-01-01,February,2011,Rio,36.0
2012-01-01,February,2012,Rio,11.0
2013-01-01,February,2013,Rio,12.0
2014-01-01,February,2014,Rio,116.0
2015-01-01,February,2015,Rio,36.0
2016-01-01,February,2016,Rio,16.0
2017-01-01,February,2017,Rio,34.0
1998-01-01,March,1998,Rio,0.0
1999-01-01,March,1999,Rio,0.0
2000-01-01,March,2000,Rio,0.0
2001-01-01,March,2001,Rio,0.0
2002-01-01,March,2002,Rio,1.0
2003-01-01,March,2003,Rio,23.0
2004-01-01,March,2004,Rio,4.0
2005-01-01,March,2005,Rio,7.0
2006-01-01,March,2006,Rio,8.0
2007-01-01,March,2007,Rio,27.0
2008-01-01,March,2008,Rio,2.0
2009-01-01,March,2009,Rio,5.0
2010-01-01,March,2010,Rio,10.0
2011-01-01,March,2011,Rio,7.0
2012-01-01,March,2012,Rio,20.0
2014-01-01,March,2014,Rio,38.0
2015-01-01,March,2015,Rio,23.0
2016-01-01,March,2016,Rio,16.0
2017-01-01,March,2017,Rio,10.0
1998-01-01,April,1998,Rio,0.0
1999-01-01,April,1999,Rio,1.0
2000-01-01,April,2000,Rio,2.0
2001-01-01,April,2001,Rio,2.0
2002-01-01,April,2002,Rio,8.0
2003-01-01,April,2003,Rio,11.0
2004-01-01,April,2004,Rio,3.0
2005-01-01,April,2005,Rio,1.0
2006-01-01,April,2006,Rio,8.0
2007-01-01,April,2007,Rio,9.0
2008-01-01,April,2008,Rio,2.0
2009-01-01,April,2009,Rio,1.0
2010-01-01,April,2010,Rio,10.0
2011-01-01,April,2011,Rio,12.0
2012-01-01,April,2012,Rio,12.0
2013-01-01,April,2013,Rio,9.0
2014-01-01,April,2014,Rio,25.0
2015-01-01,April,2015,Rio,24.0
2016-01-01,April,2016,Rio,45.0
2017-01-01,April,2017,Rio,12.0
1998-01-01,May,1998,Rio,0.0
1999-01-01,May,1999,Rio,7.0
2000-01-01,May,2000,Rio,5.0
2001-01-01,May,2001,Rio,4.0
2002-01-01,May,2002,Rio,4.0
2003-01-01,May,2003,Rio,1.0
2004-01-01,May,2004,Rio,0.0
2005-01-01,May,2005,Rio,11.0
2006-01-01,May,2006,Rio,4.0
2007-01-01,May,2007,Rio,2.0
2008-01-01,May,2008,Rio,0.0
2009-01-01,May,2009,Rio,37.0
2010-01-01,May,2010,Rio,6.0
2011-01-01,May,2011,Rio,17.0
2012-01-01,May,2012,Rio,18.0
2013-01-01,May,2013,Rio,16.0
2014-01-01,May,2014,Rio,20.0
2015-01-01,May,2015,Rio,21.0
2016-01-01,May,2016,Rio,30.0
2017-01-01,May,2017,Rio,15.0
1998-01-01,June,1998,Rio,3.0
1999-01-01,June,1999,Rio,8.0
2000-01-01,June,2000,Rio,14.0
2001-01-01,June,2001,Rio,13.0
2002-01-01,June,2002,Rio,13.0
2003-01-01,June,2003,Rio,13.0
2004-01-01,June,2004,Rio,19.0
2005-01-01,June,2005,Rio,16.0
